id,satisfaction_level,last_evaluation,number_project,average_monthly_hours,time_spend_company,Work_accident,package,promotion_last_5years,division,salary
5430,0.66,0.63,1,145,6,1,c,1,management,low
5431,0.52,0.59,1,122,5,0,d,0,support,high
5432,0.22,0.13,0,18,0,1,d,0,sales,low
5433,0.58,0.62,1,137,7,1,b,0,management,low
5434,0.21,0.01,0,21,0,0,b,0,hr,low
5435,0.52,0.5,1,111,6,1,d,0,marketing,medium
5436,0.65,0.66,2,153,7,0,c,1,accounting,medium
5437,0.39,0.18,0,37,2,1,b,0,technical,high
5438,0.76,0.77,2,165,8,0,e,0,product_mng,low
5439,0.23,0.02,0,-2,0,0,b,0,technical,medium
5440,0.76,0.8,2,167,8,1,c,0,management,low
5441,0.65,0.42,1,98,5,1,b,0,product_mng,low
5442,0.37,0.22,0,36,2,1,d,0,technical,medium
5443,0.31,0.16,0,22,2,0,e,0,management,low
5444,0.89,0.82,2,187,8,1,b,0,marketing,medium
5445,0.26,0.04,0,6,0,0,b,0,accounting,low
5446,0.34,0.14,0,45,2,1,d,0,marketing,low
5447,0.52,0.28,1,76,3,1,c,0,IT,low
5448,0.55,0.56,1,131,5,1,b,0,management,low
5449,0.44,0.47,1,110,5,0,e,0,IT,high
5450,0.25,0.11,0,26,1,0,c,0,technical,low
5451,0.44,0.31,1,53,3,0,c,0,support,low
5452,0.38,0.18,1,51,2,0,c,1,technical,low
5453,0.36,0.19,0,41,2,0,c,0,product_mng,high
5454,0.53,0.33,1,91,4,0,c,0,RandD,low
5455,0.62,0.61,1,149,6,1,c,0,accounting,medium
5456,0.33,0.2,0,52,2,0,c,1,product_mng,low
5457,0.49,0.38,1,71,3,0,c,0,sales,medium
5458,0.56,0.34,1,75,3,1,b,1,RandD,medium
5459,0.91,0.84,2,203,9,1,d,0,hr,high
5460,0.88,0.84,2,195,8,1,d,0,IT,low
5461,0.7,0.68,2,164,8,1,d,0,accounting,low
5462,0.36,0.19,0,44,2,0,a,0,technical,medium
5463,0.23,0.07,0,21,0,0,c,0,sales,low
5464,0.47,0.24,1,66,3,0,e,0,IT,medium
5465,0.41,0.24,0,53,3,1,b,0,accounting,medium
5466,0.42,0.47,1,109,5,0,d,0,hr,medium
5467,0.7,0.69,1,154,7,1,b,0,product_mng,medium
5468,0.77,0.73,2,175,8,1,d,0,management,low
5469,0.75,0.8,2,167,7,1,d,0,support,low
5470,0.47,0.31,1,74,3,0,d,0,management,low
5471,0.59,0.65,1,129,6,1,e,0,technical,medium
5472,0.49,0.26,1,61,3,0,e,0,management,medium
5473,0.21,0.05,0,13,0,0,c,0,technical,low
5474,0.61,0.62,1,140,6,0,c,0,hr,high
5475,0.13,-0.01,0,9,0,0,c,0,hr,low
5476,0.59,0.32,1,78,4,0,b,0,product_mng,medium
5477,0.49,0.28,1,74,3,0,c,0,management,low
5478,0.62,0.66,1,136,6,1,e,0,management,high
5479,0.69,0.71,1,158,7,0,c,0,management,low
5480,0.47,0.23,1,52,3,1,e,0,hr,medium
5481,0.75,0.74,2,156,7,1,b,0,RandD,low
5482,0.4,0.3,0,63,3,0,a,1,management,low
5483,0.64,0.43,1,80,4,1,c,0,marketing,high
5484,0.63,0.62,2,155,6,1,d,0,technical,low
5485,0.61,0.66,1,132,6,1,b,0,technical,medium
5486,0.91,0.87,2,206,9,1,c,0,product_mng,low
5487,0.34,0.2,1,46,2,0,d,0,RandD,medium
5488,0.59,0.6,1,133,6,0,d,0,management,low
5489,0.54,0.58,1,114,5,0,b,0,management,low
5490,0.85,0.87,2,181,9,1,c,0,accounting,low
5491,0.33,0.19,0,25,2,0,c,0,marketing,low
5492,0.68,0.63,2,151,7,1,d,0,hr,low
5493,0.48,0.56,1,115,5,0,e,0,sales,medium
5494,0.47,0.2,0,58,2,0,b,0,management,medium
5495,0.62,0.4,1,102,5,1,c,0,product_mng,medium
5496,0.46,0.3,1,65,3,0,e,1,technical,high
5497,0.48,0.52,1,111,5,1,b,0,management,low
5498,0.8,0.81,2,175,8,1,d,0,hr,medium
5499,0.51,0.51,1,121,5,1,c,1,sales,low
5500,0.53,0.61,1,119,6,1,e,0,technical,low
5501,0.47,0.44,1,107,4,1,b,0,technical,low
5502,0.21,0.02,0,0,1,0,c,0,management,low
5503,0.4,0.25,0,41,2,0,b,0,management,low
5504,0.61,0.4,1,100,4,1,a,0,support,low
5505,0.42,0.29,1,61,3,1,e,0,sales,high
5506,0.28,0.18,0,36,2,1,c,0,technical,low
5507,0.69,0.45,1,103,4,1,d,0,management,low
5508,0.48,0.31,1,59,3,1,c,0,RandD,medium
5509,0.38,0.2,1,48,3,1,b,0,product_mng,low
5510,0.62,0.45,1,96,4,0,b,0,sales,low
5511,0.23,0.08,0,27,1,0,c,0,management,medium
5512,0.86,0.83,2,176,8,1,d,0,management,low
5513,0.78,0.74,2,177,8,1,c,0,hr,high
5514,0.66,0.64,2,144,6,1,c,0,technical,medium
5515,0.27,0.12,0,14,1,0,d,0,IT,low
5516,0.71,0.75,2,161,7,1,b,1,management,high
5517,0.76,0.75,2,162,7,0,d,0,IT,medium
5518,0.68,0.7,1,148,6,0,c,0,marketing,low
5519,0.26,0.14,0,23,1,0,d,0,IT,low
5520,0.55,0.57,1,130,5,1,b,0,support,low
5521,0.73,0.75,2,174,7,0,b,0,management,low
5522,0.52,0.53,1,121,6,0,a,0,sales,low
5523,0.59,0.58,1,126,6,0,d,0,technical,low
5524,0.66,0.45,1,84,4,1,b,0,technical,low
5525,0.47,0.45,1,113,5,1,c,0,product_mng,low
5526,0.17,0.03,0,13,0,0,d,0,product_mng,medium
5527,0.55,0.6,1,122,6,1,c,0,sales,high
5528,0.2,0.11,0,7,1,0,b,0,hr,low
5529,0.61,0.43,1,92,4,0,b,0,hr,low
5530,0.47,0.26,1,62,3,0,c,1,sales,low
5531,0.48,0.51,1,104,5,0,c,0,technical,low
5532,0.28,0.11,0,29,1,0,c,0,IT,low
5533,0.63,0.62,1,134,6,1,e,0,management,low
5534,0.72,0.76,2,155,7,1,a,1,hr,medium
5535,0.28,0.19,0,28,2,1,c,0,hr,high
5536,0.23,0.13,0,20,1,0,d,0,RandD,medium
5537,0.31,0.1,0,36,1,0,d,0,product_mng,low
5538,0.82,0.83,2,176,8,1,c,0,technical,high
5539,0.46,0.52,1,102,5,0,d,0,product_mng,medium
5540,0.67,0.41,1,102,4,0,c,0,management,low
5541,0.27,0.1,0,13,1,0,b,0,marketing,low
5542,0.56,0.61,1,136,6,1,d,1,management,low
5543,0.78,0.79,2,180,8,1,b,0,RandD,low
5544,0.73,0.8,2,161,8,1,d,0,sales,low
5545,0.57,0.56,1,120,6,1,d,1,IT,high
5546,0.2,0.09,0,23,1,0,c,0,RandD,high
5547,0.28,0.13,0,23,1,0,b,0,marketing,low
5548,0.23,0.04,0,1,1,0,d,1,hr,medium
5549,0.43,0.27,0,60,2,0,c,0,product_mng,low
5550,0.25,0.13,0,25,1,1,b,0,support,medium
5551,0.43,0.23,0,49,2,1,c,0,management,medium
5552,0.55,0.31,1,81,3,1,b,0,sales,low
5553,0.86,0.84,2,191,8,1,d,0,management,low
5554,0.53,0.57,1,119,6,1,c,0,IT,low
5555,0.75,0.79,2,159,8,1,c,0,technical,low
5556,0.65,0.61,2,143,6,0,c,0,sales,medium
5557,0.24,0.08,0,25,1,0,d,0,hr,low
5558,0.66,0.63,2,155,6,1,d,0,support,medium
5559,0.39,0.27,1,56,2,0,c,0,management,low
5560,0.55,0.62,1,131,6,1,b,0,RandD,low
5561,0.51,0.32,1,59,3,1,c,0,management,high
5562,0.94,0.91,2,208,9,1,b,1,technical,high
5563,0.39,0.24,1,49,2,0,e,0,accounting,low
5564,0.4,0.21,1,59,3,0,e,0,support,medium
5565,0.87,0.86,2,194,8,1,c,0,sales,high
5566,0.16,0.03,0,10,0,0,a,0,technical,low
5567,0.61,0.65,1,143,6,1,c,1,support,medium
5568,0.66,0.7,1,150,6,0,d,1,RandD,low
5569,0.76,0.78,2,176,8,1,b,0,management,low
5570,0.91,0.9,2,200,9,1,c,1,marketing,low
5571,0.9,0.92,2,198,9,1,b,0,technical,high
5572,0.27,0.11,0,17,0,0,d,0,product_mng,low
5573,0.73,0.75,2,157,8,1,d,0,product_mng,low
5574,0.58,0.55,1,129,5,1,c,0,product_mng,low
5575,0.58,0.58,1,126,5,1,c,0,hr,low
5576,0.32,0.15,0,25,2,0,c,0,management,low
5577,0.58,0.54,1,133,6,1,d,0,marketing,medium
5578,0.89,0.84,2,189,9,1,c,1,hr,medium
5579,0.83,0.78,2,172,8,1,d,0,support,low
5580,0.6,0.42,1,86,4,0,e,0,product_mng,medium
5581,0.15,0.04,0,4,1,0,d,0,IT,high
5582,0.53,0.31,1,70,3,1,c,0,sales,low
5583,0.75,0.71,2,175,7,1,e,0,product_mng,medium
5584,0.61,0.65,1,144,6,0,c,0,RandD,low
5585,0.63,0.4,1,89,4,1,b,0,management,low
5586,0.25,0.03,0,6,0,0,d,0,technical,low
5587,0.63,0.4,1,88,4,1,d,0,product_mng,medium
5588,0.59,0.43,1,97,4,0,b,0,accounting,high
5589,0.84,0.82,2,186,8,1,d,0,accounting,medium
5590,0.58,0.59,1,122,5,1,e,0,marketing,low
5591,0.44,0.26,0,53,2,0,b,0,management,low
5592,0.47,0.51,1,101,4,0,c,0,management,low
5593,0.22,0.04,0,13,0,0,b,0,hr,low
5594,0.89,0.84,2,200,8,1,d,0,management,medium
5595,0.55,0.35,1,79,3,1,c,0,technical,low
5596,0.62,0.45,1,94,4,1,c,0,RandD,low
5597,0.54,0.29,1,78,3,0,a,0,accounting,medium
5598,0.58,0.57,1,146,6,0,e,0,accounting,low
5599,0.6,0.63,1,136,6,1,c,0,sales,medium
5600,0.67,0.68,1,149,6,1,d,0,marketing,low
5601,0.4,0.23,0,62,3,0,c,0,sales,high
5602,0.52,0.3,1,61,3,0,d,0,technical,medium
5603,0.31,0.08,0,16,1,0,b,0,support,high
5604,0.59,0.59,1,142,6,1,b,0,management,low
5605,0.15,-0.01,0,8,0,0,c,0,technical,high
5606,0.54,0.53,1,126,5,1,b,1,hr,low
5607,0.78,0.74,2,180,8,1,c,0,product_mng,medium
5608,0.83,0.8,2,176,8,1,c,0,RandD,low
5609,0.62,0.4,1,91,4,1,b,0,IT,high
5610,0.62,0.41,1,93,4,1,c,0,accounting,low
5611,0.21,0.03,0,10,1,0,b,0,support,medium
5612,0.59,0.59,1,126,6,1,d,0,IT,high
5613,0.73,0.76,2,165,7,1,c,0,hr,medium
5614,0.35,0.2,1,40,2,0,e,0,management,medium
5615,0.6,0.4,1,81,3,1,c,0,hr,medium
5616,0.77,0.74,2,162,8,1,c,1,management,high
5617,0.82,0.78,2,180,8,1,c,0,sales,medium
5618,0.39,0.22,0,55,2,0,b,0,product_mng,low
5619,0.5,0.54,1,112,4,1,d,0,management,low
5620,0.37,0.13,0,36,1,0,b,0,management,medium
5621,0.3,0.04,0,30,1,0,b,0,marketing,low
5622,0.83,0.83,2,172,8,1,a,0,sales,low
5623,0.75,0.78,1,160,7,0,e,0,management,medium
5624,0.67,0.73,2,148,7,1,d,0,product_mng,low
5625,0.18,0.04,0,7,0,0,b,0,accounting,low
5626,0.77,0.75,2,163,7,0,c,0,management,medium
5627,0.63,0.41,1,83,4,0,c,0,marketing,medium
5628,0.5,0.31,1,63,3,1,b,0,marketing,low
5629,0.48,0.51,1,110,5,1,c,0,hr,low
5630,0.23,0.12,0,16,1,0,b,0,technical,low
5631,0.68,0.71,2,155,6,1,c,0,accounting,medium
5632,0.5,0.52,1,116,6,1,b,0,accounting,low
5633,0.33,0.17,0,32,2,0,c,0,hr,low
5634,0.3,0.18,0,44,2,0,a,0,technical,high
5635,0.32,0.16,0,35,1,0,c,0,management,low
5636,0.23,0.05,0,5,1,1,d,0,technical,medium
5637,0.53,0.48,1,111,5,0,c,0,sales,low
5638,0.75,0.72,2,174,8,1,c,0,RandD,low
5639,0.15,0.02,0,8,0,0,b,0,hr,low
5640,0.17,0.08,0,10,0,0,a,0,hr,medium
5641,0.5,0.49,1,110,5,0,c,0,accounting,low
5642,0.76,0.74,2,163,7,1,d,0,marketing,low
5643,0.48,0.28,1,69,3,0,c,0,RandD,high
5644,0.46,0.28,1,78,3,1,b,0,marketing,low
5645,0.53,0.59,1,121,6,1,d,0,product_mng,medium
5646,0.44,0.28,0,50,2,0,c,0,product_mng,medium
5647,0.16,-0.02,0,-3,0,0,b,0,management,low
5648,0.64,0.69,1,142,7,1,d,0,accounting,low
5649,0.57,0.55,1,129,5,0,d,0,technical,low
5650,0.51,0.57,1,109,5,1,b,0,product_mng,low
5651,0.67,0.65,1,148,6,1,c,0,marketing,low
5652,0.59,0.59,1,140,6,1,c,0,hr,medium
5653,0.35,0.2,0,38,2,0,b,0,IT,high
5654,0.52,0.35,1,73,3,0,d,1,marketing,low
5655,0.23,0.09,0,28,1,0,d,0,management,medium
5656,0.23,0.14,0,25,1,0,c,0,technical,high
5657,0.63,0.57,2,144,6,1,c,0,technical,low
5658,0.81,0.82,2,176,8,1,c,0,technical,low
5659,0.9,0.82,2,189,9,1,b,0,management,low
5660,0.55,0.61,1,132,6,1,b,0,hr,low
5661,0.36,0.16,0,41,2,0,d,0,IT,low
5662,0.27,0.09,0,28,1,0,d,0,technical,medium
5663,0.76,0.78,2,165,7,0,d,0,management,medium
5664,0.49,0.57,1,114,5,0,b,0,product_mng,low
5665,0.54,0.57,1,121,6,1,e,0,support,low
5666,0.71,0.66,1,159,7,1,e,0,technical,low
5667,0.64,0.63,1,133,6,0,d,1,marketing,low
5668,0.78,0.75,2,172,8,1,c,0,marketing,medium
5669,0.21,0.06,0,9,1,0,c,0,product_mng,low
5670,0.66,0.68,1,153,7,1,d,0,management,low
5671,0.79,0.72,2,170,8,1,b,0,accounting,low
5672,0.4,0.28,1,58,3,0,b,0,technical,low
5673,0.58,0.6,1,133,6,1,d,0,marketing,medium
5674,0.45,0.24,1,65,2,0,b,0,management,medium
5675,0.86,0.87,2,187,9,1,e,0,RandD,medium
5676,0.18,0.03,0,-3,0,0,c,0,hr,medium
5677,0.49,0.54,1,123,5,1,c,0,RandD,low
5678,0.29,0.11,0,42,2,1,d,0,RandD,medium
5679,0.61,0.65,2,135,6,1,a,1,management,low
5680,0.35,0.14,0,32,2,0,d,0,sales,low
5681,0.37,0.22,0,44,3,0,c,0,management,low
5682,0.67,0.47,1,107,5,0,c,0,management,medium
5683,0.82,0.84,2,176,8,1,b,1,marketing,low
5684,0.35,0.15,0,35,2,0,d,0,marketing,medium
5685,0.32,0.14,0,22,2,0,b,0,marketing,low
5686,0.69,0.73,1,157,6,1,c,1,support,low
5687,0.67,0.42,1,108,4,1,b,0,technical,medium
5688,0.85,0.85,2,180,8,1,e,1,hr,low
5689,0.32,0.16,0,23,2,1,b,0,accounting,medium
5690,0.56,0.61,1,132,6,0,d,0,technical,low
5691,0.38,0.19,1,40,2,0,b,0,RandD,low
5692,0.34,0.12,0,23,2,0,b,0,hr,high
5693,0.6,0.65,1,144,6,1,c,0,management,low
5694,0.5,0.52,1,125,5,1,d,0,hr,low
5695,0.69,0.63,1,160,7,1,d,0,accounting,high
5696,0.41,0.29,1,61,3,0,d,0,management,low
5697,0.62,0.37,1,86,4,1,a,0,support,medium
5698,0.59,0.4,1,87,4,0,e,0,management,high
5699,0.93,0.9,2,190,9,1,b,0,technical,low
5700,0.46,0.3,1,53,2,0,d,0,product_mng,low
5701,0.41,0.29,1,53,3,0,b,0,sales,medium
5702,0.55,0.28,1,79,3,0,d,1,product_mng,low
5703,0.47,0.49,1,117,5,0,d,0,technical,medium
5704,0.37,0.25,1,43,3,1,c,0,technical,medium
5705,0.85,0.82,2,176,8,1,c,0,technical,low
5706,0.45,0.29,1,61,3,1,d,0,sales,low
5707,0.82,0.83,2,186,9,1,d,0,sales,low
5708,0.3,0.04,0,23,1,0,d,0,hr,high
5709,0.59,0.63,2,126,6,1,e,1,support,low
5710,0.82,0.78,2,182,8,1,c,1,management,low
5711,0.28,0.12,0,36,1,0,d,0,product_mng,low
5712,0.89,0.9,2,203,9,1,c,0,sales,low
5713,0.65,0.44,1,83,4,0,c,0,accounting,low
5714,0.87,0.86,2,190,9,1,d,1,marketing,low
5715,0.62,0.59,2,129,6,1,c,0,IT,medium
5716,0.47,0.26,1,59,3,1,d,0,marketing,medium
5717,0.33,0.16,0,32,1,0,e,0,sales,low
5718,0.47,0.25,0,67,2,1,c,0,hr,low
5719,0.23,0.06,0,13,0,1,c,0,IT,low
5720,0.29,0.14,0,26,1,0,a,0,marketing,low
5721,0.22,0.13,0,18,0,0,c,0,management,low
5722,0.54,0.36,1,91,4,1,b,0,product_mng,low
5723,0.74,0.69,2,165,7,1,d,0,technical,low
5724,0.32,0.16,0,19,1,0,d,0,support,low
5725,0.31,0.14,0,17,1,0,d,0,marketing,low
5726,0.56,0.62,1,129,6,0,c,0,hr,low
5727,0.32,0.15,1,39,1,0,c,0,marketing,low
5728,0.28,0.05,0,16,1,0,c,1,marketing,low
5729,0.36,0.16,0,40,2,0,c,1,technical,medium
5730,0.86,0.84,2,177,8,0,d,0,sales,low
5731,0.75,0.74,2,173,7,1,d,0,technical,low
5732,0.51,0.32,1,60,3,0,c,0,accounting,medium
5733,0.57,0.56,1,124,6,1,b,0,management,low
5734,0.46,0.48,1,104,5,1,b,0,sales,low
5735,0.61,0.63,1,136,6,0,c,0,hr,low
5736,0.61,0.61,1,130,6,1,c,0,marketing,high
5737,0.56,0.58,1,131,5,0,b,1,marketing,low
5738,0.38,0.24,1,51,3,1,c,1,marketing,medium
5739,0.22,0.02,0,-1,1,0,b,0,product_mng,medium
5740,0.57,0.39,1,100,4,1,b,0,management,medium
5741,0.81,0.79,2,187,8,1,d,0,product_mng,medium
5742,0.51,0.47,1,116,5,0,e,0,RandD,low
5743,0.76,0.76,2,172,8,0,b,0,product_mng,medium
5744,0.93,0.93,2,190,9,1,c,1,marketing,low
5745,0.32,0.13,0,27,1,0,c,0,marketing,low
5746,0.59,0.58,2,135,6,1,b,0,technical,medium
5747,0.59,0.65,1,143,6,1,b,0,hr,low
5748,0.91,0.86,2,196,9,1,b,1,support,low
5749,0.89,0.85,2,188,9,1,e,0,RandD,high
5750,0.63,0.61,1,136,6,1,c,0,marketing,medium
5751,0.37,0.24,1,38,2,0,b,0,management,low
5752,0.71,0.7,1,155,7,1,b,1,support,high
5753,0.31,0.11,0,21,1,0,c,0,marketing,low
5754,0.69,0.69,2,152,7,1,d,0,marketing,low
5755,0.84,0.78,2,173,9,1,b,1,technical,low
5756,0.51,0.33,1,68,4,0,c,0,IT,medium
5757,0.56,0.59,1,127,5,1,b,1,management,medium
5758,0.6,0.4,1,90,4,1,b,0,support,medium
5759,0.57,0.36,1,86,4,1,c,0,RandD,medium
5760,0.49,0.25,0,67,3,0,c,0,marketing,high
5761,0.68,0.7,2,145,7,1,d,1,sales,low
5762,0.87,0.88,2,180,9,1,c,0,product_mng,low
5763,0.89,0.83,2,195,9,1,e,0,product_mng,medium
5764,0.31,0.16,0,31,2,0,c,0,technical,medium
5765,0.81,0.75,2,173,7,1,d,0,product_mng,high
5766,0.66,0.65,2,157,6,1,e,0,marketing,low
5767,0.42,0.18,1,48,2,1,d,0,accounting,low
5768,0.2,0.09,0,4,1,0,b,0,hr,low
5769,0.45,0.23,1,63,3,1,c,0,support,high
5770,0.82,0.85,2,172,8,1,a,0,sales,high
5771,0.57,0.59,1,129,6,1,c,0,technical,low
5772,0.67,0.68,1,140,7,1,b,0,product_mng,medium
5773,0.38,0.21,0,51,3,1,b,0,hr,low
5774,0.65,0.62,1,145,6,1,d,0,management,medium
5775,0.2,0.07,0,4,0,0,d,0,hr,low
5776,0.54,0.36,1,81,4,0,e,0,marketing,high
5777,0.55,0.6,1,135,6,1,c,1,marketing,low
5778,0.27,0.09,0,22,1,0,c,0,technical,medium
5779,0.76,0.72,2,170,7,0,b,0,sales,low
5780,0.34,0.24,0,41,2,0,c,0,hr,medium
5781,0.58,0.54,1,122,6,0,c,1,marketing,medium
5782,0.54,0.38,1,91,4,0,e,0,marketing,low
5783,0.52,0.53,1,120,6,1,b,0,support,low
5784,0.27,0.05,0,15,1,0,a,0,management,medium
5785,0.15,-0.01,0,5,1,0,b,0,technical,low
5786,0.83,0.8,2,177,8,1,d,0,accounting,medium
5787,0.43,0.2,1,53,3,0,d,0,management,medium
5788,0.73,0.75,2,166,7,1,d,0,hr,low
5789,0.94,0.87,2,207,9,1,c,0,IT,medium
5790,0.35,0.17,0,32,1,0,c,0,RandD,low
5791,0.4,0.28,1,48,3,0,d,0,RandD,high
5792,0.6,0.59,1,124,6,1,c,0,management,low
5793,0.9,0.86,2,186,8,1,d,0,IT,medium
5794,0.82,0.85,2,193,8,1,c,0,marketing,medium
5795,0.68,0.49,1,109,4,0,b,0,marketing,medium
5796,0.72,0.67,2,165,7,1,b,1,marketing,low
5797,0.28,0.12,0,31,1,0,b,0,product_mng,low
5798,0.91,0.89,2,203,9,1,c,0,sales,medium
5799,0.9,0.85,2,183,9,1,c,0,accounting,high
5800,0.33,0.17,0,24,2,0,c,0,marketing,low
5801,0.43,0.32,1,56,2,1,b,0,marketing,low
5802,0.21,0.13,0,27,1,0,c,0,management,low
5803,0.4,0.22,0,53,2,1,b,0,marketing,low
5804,0.75,0.71,2,164,7,1,d,0,RandD,low
5805,0.55,0.39,1,71,4,0,d,0,hr,low
5806,0.24,0.08,0,21,1,0,c,0,support,medium
5807,0.44,0.28,1,76,3,0,b,0,product_mng,low
5808,0.89,0.9,2,193,8,1,d,0,sales,medium
5809,0.54,0.55,1,128,6,1,c,0,management,low
5810,0.53,0.35,1,81,4,0,c,0,hr,medium
5811,0.34,0.19,0,40,2,0,b,0,marketing,low
5812,0.91,0.86,2,197,9,1,d,0,hr,medium
5813,0.75,0.69,2,161,7,0,c,1,sales,medium
5814,0.46,0.23,1,54,2,1,c,0,sales,low
5815,0.24,0.07,0,6,1,0,e,0,hr,high
5816,0.22,0.02,0,19,1,0,c,0,product_mng,low
5817,0.3,0.11,0,33,1,0,a,0,accounting,low
5818,0.51,0.53,1,116,5,1,e,0,IT,low
5819,0.85,0.87,2,180,8,1,a,0,management,medium
5820,0.6,0.42,1,103,5,1,c,0,management,low
5821,0.77,0.79,2,167,8,1,c,1,marketing,low
5822,0.61,0.38,1,85,4,1,d,0,RandD,low
5823,0.66,0.66,1,133,7,0,d,0,management,medium
5824,0.66,0.65,1,154,7,1,d,0,hr,medium
5825,0.32,0.11,0,40,2,0,d,0,technical,low
5826,0.5,0.35,1,79,3,0,b,0,product_mng,high
5827,0.57,0.55,1,127,6,1,d,0,management,medium
5828,0.26,0.03,0,19,0,0,c,0,marketing,medium
5829,0.56,0.31,1,74,3,1,b,0,sales,low
5830,0.48,0.49,1,103,4,1,b,0,technical,medium
5831,0.9,0.87,2,207,9,1,d,0,hr,medium
5832,0.61,0.39,1,104,4,0,e,0,accounting,medium
5833,0.76,0.69,2,172,7,1,d,0,hr,low
5834,0.54,0.38,1,92,4,1,d,0,technical,low
5835,0.71,0.71,2,165,7,1,b,0,management,low
5836,0.51,0.51,1,123,5,1,b,0,technical,low
5837,0.84,0.76,2,185,8,0,c,1,management,medium
5838,0.61,0.36,1,82,3,0,a,0,hr,medium
5839,0.55,0.57,1,114,5,1,d,0,support,medium
5840,0.56,0.59,1,131,6,1,b,1,marketing,low
5841,0.58,0.41,1,92,3,0,c,0,sales,low
5842,0.33,0.08,0,25,1,0,c,0,sales,medium
5843,0.22,0.13,0,24,1,0,b,0,sales,low
5844,0.15,0,0,-1,0,0,c,0,accounting,medium
5845,0.78,0.83,2,183,8,1,c,1,RandD,medium
5846,0.38,0.19,0,52,2,0,a,0,management,low
5847,0.33,0.19,0,43,2,1,c,0,product_mng,low
5848,0.69,0.65,1,154,6,1,c,1,marketing,low
5849,0.49,0.27,0,70,3,0,b,0,accounting,low
5850,0.46,0.49,1,110,4,1,c,0,technical,low
5851,0.32,0.17,0,40,1,0,c,0,accounting,low
5852,0.89,0.91,2,183,9,1,b,0,marketing,low
5853,0.77,0.78,2,162,8,1,d,0,marketing,high
5854,0.77,0.77,2,179,8,0,c,0,IT,low
5855,0.57,0.33,1,91,4,1,c,0,management,high
5856,0.69,0.73,1,148,7,0,d,1,technical,medium
5857,0.33,0.13,0,18,2,0,e,0,technical,low
5858,0.11,0.03,0,-2,0,0,c,0,technical,high
5859,0.12,0.01,0,2,1,0,b,0,product_mng,low
5860,0.52,0.54,1,123,5,0,c,1,RandD,low
5861,0.58,0.46,1,83,4,0,d,0,support,low
5862,0.45,0.43,1,98,5,1,c,0,marketing,low
5863,0.14,-0.01,0,10,0,0,d,0,marketing,low
5864,0.54,0.34,1,77,4,0,c,0,marketing,medium
5865,0.62,0.68,2,149,7,1,e,0,management,low
5866,0.56,0.35,1,85,4,0,d,1,technical,low
5867,0.68,0.62,1,149,7,1,b,0,hr,low
5868,0.35,0.19,1,37,3,0,c,0,technical,medium
5869,0.74,0.73,2,158,7,1,c,0,management,low
5870,0.53,0.52,1,116,5,1,c,0,support,low
5871,0.32,0.14,1,49,1,1,e,0,RandD,low
5872,0.37,0.26,0,49,2,0,c,0,product_mng,low
5873,0.53,0.61,1,117,6,1,c,0,marketing,high
5874,0.74,0.72,2,172,8,1,d,0,IT,low
5875,0.54,0.4,1,75,4,0,b,0,accounting,medium
5876,0.42,0.24,1,61,3,0,d,0,product_mng,low
5877,0.78,0.76,2,168,8,1,d,0,marketing,low
5878,0.57,0.58,1,134,6,0,b,0,technical,low
5879,0.56,0.4,1,81,4,1,c,1,technical,high
5880,0.61,0.43,1,99,5,1,c,0,product_mng,low
5881,0.39,0.16,0,40,1,1,b,0,technical,low
5882,0.54,0.6,1,124,5,1,c,1,management,low
5883,0.49,0.32,1,63,3,0,e,0,marketing,medium
5884,0.94,0.92,2,208,9,1,b,0,management,low
5885,0.66,0.4,1,102,4,0,b,0,management,medium
5886,0.6,0.44,1,101,5,0,b,1,technical,low
5887,0.49,0.49,1,115,5,0,e,0,product_mng,low
5888,0.82,0.83,2,188,8,1,c,0,technical,low
5889,0.74,0.75,2,153,7,1,b,1,RandD,low
5890,0.56,0.43,1,99,4,1,d,0,product_mng,low
5891,0.64,0.63,2,140,7,1,e,0,management,low
5892,0.51,0.55,1,121,6,1,c,1,management,medium
5893,0.6,0.49,1,100,4,0,b,0,management,low
5894,0.33,0.18,0,41,2,0,c,0,management,high
5895,0.65,0.38,1,100,4,0,b,0,sales,medium
5896,0.37,0.24,1,46,2,1,b,0,RandD,medium
5897,0.83,0.78,2,187,8,1,b,0,management,medium
5898,0.48,0.34,1,70,3,0,d,0,marketing,medium
5899,0.85,0.86,2,182,8,1,b,1,management,low
5900,0.45,0.47,1,104,5,0,c,0,support,medium
5901,0.56,0.52,1,133,6,0,a,0,marketing,low
5902,0.45,0.47,1,104,5,1,b,0,support,low
5903,0.29,0.16,0,26,2,0,d,0,hr,medium
5904,0.52,0.29,1,76,3,1,b,0,RandD,medium
5905,0.3,0.09,0,22,1,0,e,0,marketing,low
5906,0.52,0.6,1,132,6,0,a,0,support,medium
5907,0.58,0.39,1,83,4,0,b,0,product_mng,low
5908,0.73,0.69,2,156,7,1,d,0,management,low
5909,0.33,0.21,0,42,2,0,e,0,management,low
5910,0.28,0.14,0,28,2,0,e,0,IT,high
5911,0.58,0.34,1,90,4,0,d,0,product_mng,low
5912,0.86,0.79,2,176,9,1,e,1,RandD,low
5913,0.64,0.65,1,134,6,1,d,0,product_mng,low
5914,0.58,0.42,1,89,4,1,b,0,accounting,low
5915,0.46,0.43,1,99,4,0,d,1,support,low
5916,0.21,0.04,0,20,1,0,c,0,marketing,low
5917,0.91,0.87,2,203,9,1,c,0,product_mng,medium
